request_id,question,generated_sql,execution_success,result_row_count,result_preview,label,label_reason,timestamp
b537f25e-fe73-4e36-a77a-6b7ebfd5fe96,"10AX115H3F34E2SG 제품의 설명, 표준원가, 표준판매가는?","SELECT part_number, description, std_unit_cost, std_selling_price FROM products WHERE part_number='10AX115H3F34E2SG';",True,1,"[{""part_number"": ""10AX115H3F34E2SG"", ""description"": ""IC"", ""std_unit_cost"": 14000.0, ""std_selling_price"": 15400.0}]",1,,2026-02-27 08:25:45
                        WHERE part_number='BCM5464RA1KFB' AND strftime('%Y', purchase_date)='2025'), 0) AS profit;",True,1,"[{""part_number"": ""BCM5464RA1KFB"", ""total_sales"": 53266400.0, ""total_purchase"": 129416000.0, ""profit"": -76149600.0}]",1,,2026-02-27 08:25:53
1fe759c2-b0c5-4792-812b-7a7c15d0ec46,"2025년 BCM5464SRA1KFBG의 총매출, 총매입, 순이익(흑자/적자)은?","SELECT
              'BCM5464SRA1KFBG' AS part_number,
              COALESCE((SELECT SUM(sale_quantity*actual_selling_price)
                        FROM sales_orders
                        WHERE part_number='BCM5464SRA1KFBG' AND strftime('%Y', sale_date)='2025'), 0) AS total_sales,
              COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost)
                        FROM purchase_orders
                        WHERE part_number='BCM5464SRA1KFBG' AND strftime('%Y', purchase_date)='2025'), 0) AS total_purchase,
              COALESCE((SELECT SUM(sale_quantity*actual_selling_price)
                        FROM sales_orders
                        WHERE part_number='BCM5464SRA1KFBG' AND strftime('%Y', sale_date)='2025'), 0)
              - COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost)
                        FROM purchase_orders
                        WHERE part_number='BCM5464SRA1KFBG' AND strftime('%Y', purchase_date)='2025'), 0) AS profit;",True,1,"[{""part_number"": ""BCM5464SRA1KFBG"", ""total_sales"": 75546900.0, ""total_purchase"": 255723000.0, ""profit"": -180176100.0}]",1,,2026-02-27 08:25:53
ac8d3aa5-3e78-4d93-ad8b-a6b3dd4a36cf,"2025년 BCM5481UA2IML의 총매출, 총매입, 순이익(흑자/적자)은?","SELECT
              'BCM5481UA2IML' AS part_number,
              COALESCE((SELECT SUM(sale_quantity*actual_selling_price)
                        FROM sales_orders
                        WHERE part_number='BCM5481UA2IML' AND strftime('%Y', sale_date)='2025'), 0) AS total_sales,
              COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost)
                        FROM purchase_orders
                        WHERE part_number='BCM5481UA2IML' AND strftime('%Y', purchase_date)='2025'), 0) AS total_purchase,
              COALESCE((SELECT SUM(sale_quantity*actual_selling_price)
                        FROM sales_orders
                        WHERE part_number='BCM5481UA2IML' AND strftime('%Y', sale_date)='2025'), 0)
              - COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost)
                        FROM purchase_orders
                        WHERE part_number='BCM5481UA2IML' AND strftime('%Y', purchase_date)='2025'), 0) AS profit;",True,1,"[{""part_number"": ""BCM5481UA2IML"", ""total_sales"": 53153100.0, ""total_purchase"": 107865000.0, ""profit"": -54711900.0}]",1,,2026-02-27 08:25:53
376febe8-2e26-4405-97c5-a9073946f0a3,"2025년 BCM5482A1KFBG의 총매출, 총매입, 순이익(흑자/적자)은?","SELECT
              'BCM5482A1KFBG' AS part_number,
              COALESCE((SELECT SUM(sale_quantity*actual_selling_price)
                        FROM sales_orders
                        WHERE part_number='BCM5482A1KFBG' AND strftime('%Y', sale_date)='2025'), 0) AS total_sales,
              COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost)
                        FROM purchase_orders
                        WHERE part_number='BCM5482A1KFBG' AND strftime('%Y', purchase_date)='2025'), 0) AS total_purchase,
              COALESCE((SELECT SUM(sale_quantity*actual_selling_price)
                        FROM sales_orders
                        WHERE part_number='BCM5482A1KFBG' AND strftime('%Y', sale_date)='2025'), 0)
              - COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost)
                        FROM purchase_orders
                        WHERE part_number='BCM5482A1KFBG' AND strftime('%Y', purchase_date)='2025'), 0) AS profit;",True,1,"[{""part_number"": ""BCM5482A1KFBG"", ""total_sales"": 56776500.0, ""total_purchase"": 124038000.0, ""profit"": -67261500.0}]",1,,2026-02-27 08:25:53
12a312f9-930b-4f57-8fe9-d576eff89aec,"2025년 BCM5482SA1KFB의 총매출, 총매입, 순이익(흑자/적자)은?","SELECT
              'BCM5482SA1KFB' AS part_number,
              COALESCE((SELECT SUM(sale_quantity*actual_selling_price)
                        FROM sales_orders
                        WHERE part_number='BCM5482SA1KFB' AND strftime('%Y', sale_date)='2025'), 0) AS total_sales,
              COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost)
                        FROM purchase_orders
                        WHERE part_number='BCM5482SA1KFB' AND strftime('%Y', purchase_date)='2025'), 0) AS total_purchase,
              COALESCE((SELECT SUM(sale_quantity*actual_selling_price)
                        FROM sales_orders
                        WHERE part_number='BCM5482SA1KFB' AND strftime('%Y', sale_date)='2025'), 0)
              - COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost)
                        FROM purchase_orders
                        WHERE part_number='BCM5482SA1KFB' AND strftime('%Y', purchase_date)='2025'), 0) AS profit;",True,1,"[{""part_number"": ""BCM5482SA1KFB"", ""total_sales"": 115018200.0, ""total_purchase"": 307062000.0, ""profit"": -192043800.0}]",1,,2026-02-27 08:25:53
37fcc251-ea98-4357-a966-26f4667a612f,"2025년 BCM56115A0IFEBG의 총매출, 총매입, 순이익(흑자/적자)은?","SELECT
              'BCM56115A0IFEBG' AS part_number,
              COALESCE((SELECT SUM(sale_quantity*actual_selling_price)
                        FROM sales_orders
                        WHERE part_number='BCM56115A0IFEBG' AND strftime('%Y', sale_date)='2025'), 0) AS total_sales,
              COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost)
                        FROM purchase_orders
                        WHERE part_number='BCM56115A0IFEBG' AND strftime('%Y', purchase_date)='2025'), 0) AS total_purchase,
              COALESCE((SELECT SUM(sale_quantity*actual_selling_price)
                        FROM sales_orders
                        WHERE part_number='BCM56115A0IFEBG' AND strftime('%Y', sale_date)='2025'), 0)
              - COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost)
                        FROM purchase_orders
                        WHERE part_number='BCM56115A0IFEBG' AND strftime('%Y', purchase_date)='2025'), 0) AS profit;",True,1,"[{""part_number"": ""BCM56115A0IFEBG"", ""total_sales"": 44506000.0, ""total_purchase"": 137193000.0, ""profit"": -92687000.0}]",1,,2026-02-27 08:25:53
64aebc4d-e030-4d7a-b41c-8763c3386f04,"2025년 BCM5646B0KPB의 총매출, 총매입, 순이익(흑자/적자)은?","SELECT
              'BCM5646B0KPB' AS part_number,
              COALESCE((SELECT SUM(sale_quantity*actual_selling_price)
                        FROM sales_orders
                        WHERE part_number='BCM5646B0KPB' AND strftime('%Y', sale_date)='2025'), 0) AS total_sales,
              COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost)
                        FROM purchase_orders
                        WHERE part_number='BCM5646B0KPB' AND strftime('%Y', purchase_date)='2025'), 0) AS total_purchase,
              COALESCE((SELECT SUM(sale_quantity*actual_selling_price)
                        FROM sales_orders
                        WHERE part_number='BCM5646B0KPB' AND strftime('%Y', sale_date)='2025'), 0)
              - COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost)
                        FROM purchase_orders
                        WHERE part_number='BCM5646B0KPB' AND strftime('%Y', purchase_date)='2025'), 0) AS profit;",True,1,"[{""part_number"": ""BCM5646B0KPB"", ""total_sales"": 78573000.0, ""total_purchase"": 285495000.0, ""profit"": -206922000.0}]",1,,2026-02-27 08:25:53
a7b8982d-033f-4f58-abba-4b7bbd32bc4d,"2025년 BCM5650IPB의 총매출, 총매입, 순이익(흑자/적자)은?","SELECT
              'BCM5650IPB' AS part_number,
              COALESCE((SELECT SUM(sale_quantity*actual_selling_price)
                        FROM sales_orders
                        WHERE part_number='BCM5650IPB' AND strftime('%Y', sale_date)='2025'), 0) AS total_sales,
              COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost)
                        FROM purchase_orders
                        WHERE part_number='BCM5650IPB' AND strftime('%Y', purchase_date)='2025'), 0) AS total_purchase,
              COALESCE((SELECT SUM(sale_quantity*actual_selling_price)
                        FROM sales_orders
                        WHERE part_number='BCM5650IPB' AND strftime('%Y', sale_date)='2025'), 0)
              - COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost)
                        FROM purchase_orders
                        WHERE part_number='BCM5650IPB' AND strftime('%Y', purchase_date)='2025'), 0) AS profit;",True,1,"[{""part_number"": ""BCM5650IPB"", ""total_sales"": 53093700.0, ""total_purchase"": 166662000.0, ""profit"": -113568300.0}]",1,,2026-02-27 08:25:53
4da86bc6-3857-4bd8-a149-1649a0057ea9,"2025년 BCM5650KPBG의 총매출, 총매입, 순이익(흑자/적자)은?","SELECT
              'BCM5650KPBG' AS part_number,
              COALESCE((SELECT SUM(sale_quantity*actual_selling_price)
                        FROM sales_orders
                        WHERE part_number='BCM5650KPBG' AND strftime('%Y', sale_date)='2025'), 0) AS total_sales,
              COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost)
                        FROM purchase_orders
                        WHERE part_number='BCM5650KPBG' AND strftime('%Y', purchase_date)='2025'), 0) AS total_purchase,
              COALESCE((SELECT SUM(sale_quantity*actual_selling_price)
                        FROM sales_orders
                        WHERE part_number='BCM5650KPBG' AND strftime('%Y', sale_date)='2025'), 0)
              - COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost)
                        FROM purchase_orders
                        WHERE part_number='BCM5650KPBG' AND strftime('%Y', purchase_date)='2025'), 0) AS profit;",True,1,"[{""part_number"": ""BCM5650KPBG"", ""total_sales"": 70670600.0, ""total_purchase"": 278031000.0, ""profit"": -207360400.0}]",1,,2026-02-27 08:25:53
2a060577-d333-40b5-98ca-c1e03dfd1a2b,"2025년 BCM5656KPBG의 총매출, 총매입, 순이익(흑자/적자)은?","SELECT
              'BCM5656KPBG' AS part_number,
              COALESCE((SELECT SUM(sale_quantity*actual_selling_price)
                        FROM sales_orders
                        WHERE part_number='BCM5656KPBG' AND strftime('%Y', sale_date)='2025'), 0) AS total_sales,
              COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost)
                        FROM purchase_orders
                        WHERE part_number='BCM5656KPBG' AND strftime('%Y', purchase_date)='2025'), 0) AS total_purchase,
              COALESCE((SELECT SUM(sale_quantity*actual_selling_price)
                        FROM sales_orders
                        WHERE part_number='BCM5656KPBG' AND strftime('%Y', sale_date)='2025'), 0)
              - COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost)
                        FROM purchase_orders
                        WHERE part_number='BCM5656KPBG' AND strftime('%Y', purchase_date)='2025'), 0) AS profit;",True,1,"[{""part_number"": ""BCM5656KPBG"", ""total_sales"": 57475000.0, ""total_purchase"": 164170000.0, ""profit"": -106695000.0}]",1,,2026-02-27 08:25:53
e630c410-f188-4ffc-beaf-6547a723b4dd,"2025년 BCM5680B2KTB의 총매출, 총매입, 순이익(흑자/적자)은?","SELECT
              'BCM5680B2KTB' AS part_number,
              COALESCE((SELECT SUM(sale_quantity*actual_selling_price)
                        FROM sales_orders
                        WHERE part_number='BCM5680B2KTB' AND strftime('%Y', sale_date)='2025'), 0) AS total_sales,
              COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost)
                        FROM purchase_orders
                        WHERE part_number='BCM5680B2KTB' AND strftime('%Y', purchase_date)='2025'), 0) AS total_purchase,
              COALESCE((SELECT SUM(sale_quantity*actual_selling_price)
                        FROM sales_orders
                        WHERE part_number='BCM5680B2KTB' AND strftime('%Y', sale_date)='2025'), 0)
              - COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost)
                        FROM purchase_orders
                        WHERE part_number='BCM5680B2KTB' AND strftime('%Y', purchase_date)='2025'), 0) AS profit;",True,1,"[{""part_number"": ""BCM5680B2KTB"", ""total_sales"": 31333500.0, ""total_purchase"": 71180000.0, ""profit"": -39846500.0}]",1,,2026-02-27 08:25:53
4648c052-e9b0-4d98-b036-2f3a26ed30a7,"2025년 BCM56842LA1IFRBG의 총매출, 총매입, 순이익(흑자/적자)은?","SELECT
              'BCM56842LA1IFRBG' AS part_number,
              COALESCE((SELECT SUM(sale_quantity*actual_selling_price)
                        FROM sales_orders
                        WHERE part_number='BCM56842LA1IFRBG' AND strftime('%Y', sale_date)='2025'), 0) AS total_sales,
              COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost)
                        FROM purchase_orders
                        WHERE part_number='BCM56842LA1IFRBG' AND strftime('%Y', purchase_date)='2025'), 0) AS total_purchase,
              COALESCE((SELECT SUM(sale_quantity*actual_selling_price)
                        FROM sales_orders
                        WHERE part_number='BCM56842LA1IFRBG' AND strftime('%Y', sale_date)='2025'), 0)
              - COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost)
                        FROM purchase_orders
                        WHERE part_number='BCM56842LA1IFRBG' AND strftime('%Y', purchase_date)='2025'), 0) AS profit;",True,1,"[{""part_number"": ""BCM56842LA1IFRBG"", ""total_sales"": 0, ""total_purchase"": 0, ""profit"": 0}]",1,,2026-02-27 08:25:53
020c6a21-ac61-4e8f-ae99-f3c3c0989a3a,"2025년 BCM5693A2KEBG의 총매출, 총매입, 순이익(흑자/적자)은?","SELECT
              'BCM5693A2KEBG' AS part_number,
              COALESCE((SELECT SUM(sale_quantity*actual_selling_price)
                        FROM sales_orders
                        WHERE part_number='BCM5693A2KEBG' AND strftime('%Y', sale_date)='2025'), 0) AS total_sales,
              COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost)
                        FROM purchase_orders
                        WHERE part_number='BCM5693A2KEBG' AND strftime('%Y', purchase_date)='2025'), 0) AS total_purchase,
              COALESCE((SELECT SUM(sale_quantity*actual_selling_price)
                        FROM sales_orders
                        WHERE part_number='BCM5693A2KEBG' AND strftime('%Y', sale_date)='2025'), 0)
              - COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost)
                        FROM purchase_orders
                        WHERE part_number='BCM5693A2KEBG' AND strftime('%Y', purchase_date)='2025'), 0) AS profit;",True,1,"[{""part_number"": ""BCM5693A2KEBG"", ""total_sales"": 24371600.0, ""total_purchase"": 79824000.0, ""profit"": -55452400.0}]",1,,2026-02-27 08:25:53
f7a618d0-d10c-47ba-b0a8-c316b0f0e61f,"2025년 BCM5709SC0KPBG의 총매출, 총매입, 순이익(흑자/적자)은?","SELECT
              'BCM5709SC0KPBG' AS part_number,
              COALESCE((SELECT SUM(sale_quantity*actual_selling_price)
                        FROM sales_orders
                        WHERE part_number='BCM5709SC0KPBG' AND strftime('%Y', sale_date)='2025'), 0) AS total_sales,
              COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost)
                        FROM purchase_orders
                        WHERE part_number='BCM5709SC0KPBG' AND strftime('%Y', purchase_date)='2025'), 0) AS total_purchase,
              COALESCE((SELECT SUM(sale_quantity*actual_selling_price)
                        FROM sales_orders
                        WHERE part_number='BCM5709SC0KPBG' AND strftime('%Y', sale_date)='2025'), 0)
              - COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost)
                        FROM purchase_orders
                        WHERE part_number='BCM5709SC0KPBG' AND strftime('%Y', purchase_date)='2025'), 0) AS profit;",True,1,"[{""part_number"": ""BCM5709SC0KPBG"", ""total_sales"": 51876000.0, ""total_purchase"": 188280000.0, ""profit"": -136404000.0}]",1,,2026-02-27 08:25:53
b031333e-56d6-4927-b1d3-73939a54605b,"2025년 BCM5753KFBG의 총매출, 총매입, 순이익(흑자/적자)은?","SELECT
              'BCM5753KFBG' AS part_number,
              COALESCE((SELECT SUM(sale_quantity*actual_selling_price)
                        FROM sales_orders
                        WHERE part_number='BCM5753KFBG' AND strftime('%Y', sale_date)='2025'), 0) AS total_sales,
              COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost)
                        FROM purchase_orders
                        WHERE part_number='BCM5753KFBG' AND strftime('%Y', purchase_date)='2025'), 0) AS total_purchase,
              COALESCE((SELECT SUM(sale_quantity*actual_selling_price)
                        FROM sales_orders
                        WHERE part_number='BCM5753KFBG' AND strftime('%Y', sale_date)='2025'), 0)
              - COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost)
                        FROM purchase_orders
                        WHERE part_number='BCM5753KFBG' AND strftime('%Y', purchase_date)='2025'), 0) AS profit;",True,1,"[{""part_number"": ""BCM5753KFBG"", ""total_sales"": 55737000.0, ""total_purchase"": 116586000.0, ""profit"": -60849000.0}]",1,,2026-02-27 08:25:53
befbe953-d091-4f55-b095-b3a3f7d23db9,"2025년 BCM63138DVKFSBG의 총매출, 총매입, 순이익(흑자/적자)은?","SELECT
              'BCM63138DVKFSBG' AS part_number,
              COALESCE((SELECT SUM(sale_quantity*actual_selling_price)
                        FROM sales_orders
                        WHERE part_number='BCM63138DVKFSBG' AND strftime('%Y', sale_date)='2025'), 0) AS total_sales,
              COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost)
                        FROM purchase_orders
                        WHERE part_number='BCM63138DVKFSBG' AND strftime('%Y', purchase_date)='2025'), 0) AS total_purchase,
              COALESCE((SELECT SUM(sale_quantity*actual_selling_price)
                        FROM sales_orders
                        WHERE part_number='BCM63138DVKFSBG' AND strftime('%Y', sale_date)='2025'), 0)
              - COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost)
                        FROM purchase_orders
                        WHERE part_number='BCM63138DVKFSBG' AND strftime('%Y', purchase_date)='2025'), 0) AS profit;",True,1,"[{""part_number"": ""BCM63138DVKFSBG"", ""total_sales"": 0, ""total_purchase"": 180697000.0, ""profit"": -180697000.0}]",1,,2026-02-27 08:25:53
3b065983-8d3c-463c-a634-39efde83f049,"2025년 BCM6506IFBG의 총매출, 총매입, 순이익(흑자/적자)은?","SELECT
              'BCM6506IFBG' AS part_number,
              COALESCE((SELECT SUM(sale_quantity*actual_selling_price)
                        FROM sales_orders
                        WHERE part_number='BCM6506IFBG' AND strftime('%Y', sale_date)='2025'), 0) AS total_sales,
              COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost)
                        FROM purchase_orders
                        WHERE part_number='BCM6506IFBG' AND strftime('%Y', purchase_date)='2025'), 0) AS total_purchase,
              COALESCE((SELECT SUM(sale_quantity*actual_selling_price)
                        FROM sales_orders
                        WHERE part_number='BCM6506IFBG' AND strftime('%Y', sale_date)='2025'), 0)
              - COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost)
                        FROM purchase_orders
                        WHERE part_number='BCM6506IFBG' AND strftime('%Y', purchase_date)='2025'), 0) AS profit;",True,1,"[{""part_number"": ""BCM6506IFBG"", ""total_sales"": 0, ""total_purchase"": 0, ""profit"": 0}]",1,,2026-02-27 08:25:53
a76b9096-1e21-463a-8157-45db38583cb0,"2025년 BCM6512IPBG의 총매출, 총매입, 순이익(흑자/적자)은?","SELECT
              'BCM6512IPBG' AS part_number,
              COALESCE((SELECT SUM(sale_quantity*actual_selling_price)
                        FROM sales_orders
                        WHERE part_number='BCM6512IPBG' AND strftime('%Y', sale_date)='2025'), 0) AS total_sales,
              COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost)
                        FROM purchase_orders
                        WHERE part_number='BCM6512IPBG' AND strftime('%Y', purchase_date)='2025'), 0) AS total_purchase,
              COALESCE((SELECT SUM(sale_quantity*actual_selling_price)
                        FROM sales_orders
                        WHERE part_number='BCM6512IPBG' AND strftime('%Y', sale_date)='2025'), 0)
              - COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost)
                        FROM purchase_orders
                        WHERE part_number='BCM6512IPBG' AND strftime('%Y', purchase_date)='2025'), 0) AS profit;",True,1,"[{""part_number"": ""BCM6512IPBG"", ""total_sales"": 59901600.0, ""total_purchase"": 228228000.0, ""profit"": -168326400.0}]",1,,2026-02-27 08:25:53
b8396f74-bae5-452a-815b-ce0f25c44726,"2025년 BCM6522IPBG의 총매출, 총매입, 순이익(흑자/적자)은?","SELECT
              'BCM6522IPBG' AS part_number,
              COALESCE((SELECT SUM(sale_quantity*actual_selling_price)
                        FROM sales_orders
                        WHERE part_number='BCM6522IPBG' AND strftime('%Y', sale_date)='2025'), 0) AS total_sales,
              COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost)
                        FROM purchase_orders
                        WHERE part_number='BCM6522IPBG' AND strftime('%Y', purchase_date)='2025'), 0) AS total_purchase,
              COALESCE((SELECT SUM(sale_quantity*actual_selling_price)
                        FROM sales_orders
                        WHERE part_number='BCM6522IPBG' AND strftime('%Y', sale_date)='2025'), 0)
              - COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost)
                        FROM purchase_orders
                        WHERE part_number='BCM6522IPBG' AND strftime('%Y', purchase_date)='2025'), 0) AS profit;",True,1,"[{""part_number"": ""BCM6522IPBG"", ""total_sales"": 0, ""total_purchase"": 185740000.0, ""profit"": -185740000.0}]",1,,2026-02-27 08:25:53
8f2dc114-3f7c-4720-a44d-8d2d14e6eed1,"2025년 BCM6550IPB1G의 총매출, 총매입, 순이익(흑자/적자)은?","SELECT
              'BCM6550IPB1G' AS part_number,
              COALESCE((SELECT SUM(sale_quantity*actual_selling_price)
                        FROM sales_orders
                        WHERE part_number='BCM6550IPB1G' AND strftime('%Y', sale_date)='2025'), 0) AS total_sales,
              COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost)
                        FROM purchase_orders
                        WHERE part_number='BCM6550IPB1G' AND strftime('%Y', purchase_date)='2025'), 0) AS total_purchase,
              COALESCE((SELECT SUM(sale_quantity*actual_selling_price)
                        FROM sales_orders
                        WHERE part_number='BCM6550IPB1G' AND strftime('%Y', sale_date)='2025'), 0)
              - COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost)
                        FROM purchase_orders
                        WHERE part_number='BCM6550IPB1G' AND strftime('%Y', purchase_date)='2025'), 0) AS profit;",True,1,"[{""part_number"": ""BCM6550IPB1G"", ""total_sales"": 104757400.0, ""total_purchase"": 291023000.0, ""profit"": -186265600.0}]",1,,2026-02-27 08:25:53
4aa545a8-573c-4dc4-a444-1fbe17c8e5e5,"2025년 BCM7019ZKFEB03G의 총매출, 총매입, 순이익(흑자/적자)은?","SELECT
              'BCM7019ZKFEB03G' AS part_number,
              COALESCE((SELECT SUM(sale_quantity*actual_selling_price)
                        FROM sales_orders
                        WHERE part_number='BCM7019ZKFEB03G' AND strftime('%Y', sale_date)='2025'), 0) AS total_sales,
              COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost)
                        FROM purchase_orders
                        WHERE part_number='BCM7019ZKFEB03G' AND strftime('%Y', purchase_date)='2025'), 0) AS total_purchase,
              COALESCE((SELECT SUM(sale_quantity*actual_selling_price)
                        FROM sales_orders
                        WHERE part_number='BCM7019ZKFEB03G' AND strftime('%Y', sale_date)='2025'), 0)
              - COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost)
                        FROM purchase_orders
                        WHERE part_number='BCM7019ZKFEB03G' AND strftime('%Y', purchase_date)='2025'), 0) AS profit;",True,1,"[{""part_number"": ""BCM7019ZKFEB03G"", ""total_sales"": 46549800.0, ""total_purchase"": 149175000.0, ""profit"": -102625200.0}]",1,,2026-02-27 08:25:53
c2b7e9c4-109e-42e9-8725-874b6b702172,"2025년 BCM7241BRKFEBA01G의 총매출, 총매입, 순이익(흑자/적자)은?","SELECT
              'BCM7241BRKFEBA01G' AS part_number,
              COALESCE((SELECT SUM(sale_quantity*actual_selling_price)
                        FROM sales_orders
                        WHERE part_number='BCM7241BRKFEBA01G' AND strftime('%Y', sale_date)='2025'), 0) AS total_sales,
              COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost)
                        FROM purchase_orders
                        WHERE part_number='BCM7241BRKFEBA01G' AND strftime('%Y', purchase_date)='2025'), 0) AS total_purchase,
              COALESCE((SELECT SUM(sale_quantity*actual_selling_price)
                        FROM sales_orders
                        WHERE part_number='BCM7241BRKFEBA01G' AND strftime('%Y', sale_date)='2025'), 0)
              - COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost)
                        FROM purchase_orders
                        WHERE part_number='BCM7241BRKFEBA01G' AND strftime('%Y', purchase_date)='2025'), 0) AS profit;",True,1,"[{""part_number"": ""BCM7241BRKFEBA01G"", ""total_sales"": 96277500.0, ""total_purchase"": 245235000.0, ""profit"": -148957500.0}]",1,,2026-02-27 08:25:53
c3fd2d1a-16b2-458d-8055-655a245eba71,"2025년 BCM7313SKPB8G의 총매출, 총매입, 순이익(흑자/적자)은?","SELECT
              'BCM7313SKPB8G' AS part_number,
              COALESCE((SELECT SUM(sale_quantity*actual_selling_price)
                        FROM sales_orders
                        WHERE part_number='BCM7313SKPB8G' AND strftime('%Y', sale_date)='2025'), 0) AS total_sales,
              COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost)
                        FROM purchase_orders
                        WHERE part_number='BCM7313SKPB8G' AND strftime('%Y', purchase_date)='2025'), 0) AS total_purchase,
              COALESCE((SELECT SUM(sale_quantity*actual_selling_price)
                        FROM sales_orders
                        WHERE part_number='BCM7313SKPB8G' AND strftime('%Y', sale_date)='2025'), 0)
              - COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost)
                        FROM purchase_orders
                        WHERE part_number='BCM7313SKPB8G' AND strftime('%Y', purchase_date)='2025'), 0) AS profit;",True,1,"[{""part_number"": ""BCM7313SKPB8G"", ""total_sales"": 65219000.0, ""total_purchase"": 198825000.0, ""profit"": -133606000.0}]",1,,2026-02-27 08:25:53
eb1ea972-a395-47d7-a7e8-565d221e3c24,"2025년 BCM7401RKPB33G의 총매출, 총매입, 순이익(흑자/적자)은?","SELECT
              'BCM7401RKPB33G' AS part_number,
              COALESCE((SELECT SUM(sale_quantity*actual_selling_price)
                        FROM sales_orders
                        WHERE part_number='BCM7401RKPB33G' AND strftime('%Y', sale_date)='2025'), 0) AS total_sales,
              COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost)
                        FROM purchase_orders
                        WHERE part_number='BCM7401RKPB33G' AND strftime('%Y', purchase_date)='2025'), 0) AS total_purchase,
              COALESCE((SELECT SUM(sale_quantity*actual_selling_price)
                        FROM sales_orders
                        WHERE part_number='BCM7401RKPB33G' AND strftime('%Y', sale_date)='2025'), 0)
              - COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost)
                        FROM purchase_orders
                        WHERE part_number='BCM7401RKPB33G' AND strftime('%Y', purchase_date)='2025'), 0) AS profit;",True,1,"[{""part_number"": ""BCM7401RKPB33G"", ""total_sales"": 49351500.0, ""total_purchase"": 165717000.0, ""profit"": -116365500.0}]",1,,2026-02-27 08:25:53
8e79cec0-4fb2-404d-88a0-d4e72dc8fdfd,"2025년 BCM7405XKFEBB01G의 총매출, 총매입, 순이익(흑자/적자)은?","SELECT
              'BCM7405XKFEBB01G' AS part_number,
              COALESCE((SELECT SUM(sale_quantity*actual_selling_price)
                        FROM sales_orders
                        WHERE part_number='BCM7405XKFEBB01G' AND strftime('%Y', sale_date)='2025'), 0) AS total_sales,
              COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost)
                        FROM purchase_orders
                        WHERE part_number='BCM7405XKFEBB01G' AND strftime('%Y', purchase_date)='2025'), 0) AS total_purchase,
              COALESCE((SELECT SUM(sale_quantity*actual_selling_price)
                        FROM sales_orders
                        WHERE part_number='BCM7405XKFEBB01G' AND strftime('%Y', sale_date)='2025'), 0)
              - COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost)
                        FROM purchase_orders
                        WHERE part_number='BCM7405XKFEBB01G' AND strftime('%Y', purchase_date)='2025'), 0) AS profit;",True,1,"[{""part_number"": ""BCM7405XKFEBB01G"", ""total_sales"": 48816900.0, ""total_purchase"": 166437000.0, ""profit"": -117620100.0}]",1,,2026-02-27 08:25:53
0d3f3d8a-14a7-47df-8cb4-a67a59e0d7d3,"2025년 BCM74371CUKFEBA1G의 총매출, 총매입, 순이익(흑자/적자)은?","SELECT
