pattern_id,sql_template,slots_schema,usage_count,example_question
PAT_33f5d4ef256a,"SELECT 'CY7C1318AV18-167BZC' AS part_number, SUM(sale_quantity) AS total_qty, SUM(sale_quantity*actual_selling_price) AS total_amount FROM sales_orders WHERE part_number={{part_number}} AND strftime('%Y', sale_date)={{year}};","part_number, year",3,2023년 CY7C1318AV18-167BZC의 총 판매 수량과 판매 금액은?
PAT_3416b3888222,"SELECT 'CXD4150AGG' AS part_number, COALESCE((SELECT SUM(sale_quantity*actual_selling_price) FROM sales_orders WHERE part_number={{part_number}} AND strftime('%Y', sale_date)={{year}}), 0) AS total_sales, COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost) FROM purchase_orders WHERE part_number={{part_number}} AND strftime('%Y', purchase_date)={{year}}), 0) AS total_purchase, COALESCE((SELECT SUM(sale_quantity*actual_selling_price) FROM sales_orders WHERE part_number={{part_number}} AND strftime('%Y', sale_date)={{year}}), 0) - COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost) FROM purchase_orders WHERE part_number={{part_number}} AND strftime('%Y', purchase_date)={{year}}), 0) AS profit;","part_number, year",3,"2023년 CXD4150AGG의 총매출, 총매입, 순이익(흑자/적자)은?"
PAT_3420344d0727,"SELECT 'CXD4150AGG' AS part_number, SUM(purchase_quantity) AS total_qty, SUM(purchase_quantity*actual_unit_cost) AS total_amount FROM purchase_orders WHERE part_number={{part_number}} AND strftime('%Y', purchase_date)={{year}};","part_number, year",3,2023년 CXD4150AGG의 총 구매 수량과 구매 금액은?
PAT_343525a31006,"SELECT 'BCM54610KFBG' AS part_number, COALESCE((SELECT SUM(sale_quantity*actual_selling_price) FROM sales_orders WHERE part_number={{part_number}} AND strftime('%Y', sale_date)={{year}}), 0) AS total_sales, COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost) FROM purchase_orders WHERE part_number={{part_number}} AND strftime('%Y', purchase_date)={{year}}), 0) AS total_purchase, COALESCE((SELECT SUM(sale_quantity*actual_selling_price) FROM sales_orders WHERE part_number={{part_number}} AND strftime('%Y', sale_date)={{year}}), 0) - COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost) FROM purchase_orders WHERE part_number={{part_number}} AND strftime('%Y', purchase_date)={{year}}), 0) AS profit;","part_number, year",3,"2023년 BCM54610KFBG의 총매출, 총매입, 순이익(흑자/적자)은?"
PAT_34419f2fdab7,"SELECT 'EP2C35F672I8N' AS part_number, COALESCE((SELECT SUM(sale_quantity*actual_selling_price) FROM sales_orders WHERE part_number={{part_number}} AND strftime('%Y', sale_date)={{year}}), 0) AS total_sales, COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost) FROM purchase_orders WHERE part_number={{part_number}} AND strftime('%Y', purchase_date)={{year}}), 0) AS total_purchase, COALESCE((SELECT SUM(sale_quantity*actual_selling_price) FROM sales_orders WHERE part_number={{part_number}} AND strftime('%Y', sale_date)={{year}}), 0) - COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost) FROM purchase_orders WHERE part_number={{part_number}} AND strftime('%Y', purchase_date)={{year}}), 0) AS profit;","part_number, year",3,"2023년 EP2C35F672I8N의 총매출, 총매입, 순이익(흑자/적자)은?"
PAT_34767a1fa71a,"SELECT 'BCM7405XKFEBB01G' AS part_number, COALESCE((SELECT SUM(sale_quantity*actual_selling_price) FROM sales_orders WHERE part_number={{part_number}} AND strftime('%Y', sale_date)={{year}}), 0) AS total_sales, COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost) FROM purchase_orders WHERE part_number={{part_number}} AND strftime('%Y', purchase_date)={{year}}), 0) AS total_purchase, COALESCE((SELECT SUM(sale_quantity*actual_selling_price) FROM sales_orders WHERE part_number={{part_number}} AND strftime('%Y', sale_date)={{year}}), 0) - COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost) FROM purchase_orders WHERE part_number={{part_number}} AND strftime('%Y', purchase_date)={{year}}), 0) AS profit;","part_number, year",3,"2023년 BCM7405XKFEBB01G의 총매출, 총매입, 순이익(흑자/적자)은?"
PAT_34dd75a33f7f,"SELECT 'DSP56321FC240' AS part_number, SUM(purchase_quantity) AS total_qty, SUM(purchase_quantity*actual_unit_cost) AS total_amount FROM purchase_orders WHERE part_number={{part_number}} AND strftime('%Y', purchase_date)={{year}};","part_number, year",3,2023년 DSP56321FC240의 총 구매 수량과 구매 금액은?
PAT_350dee447424,"SELECT 'BCM5709SC0KPBG' AS part_number, SUM(sale_quantity) AS total_qty, SUM(sale_quantity*actual_selling_price) AS total_amount FROM sales_orders WHERE part_number={{part_number}} AND strftime('%Y', sale_date)={{year}};","part_number, year",3,2023년 BCM5709SC0KPBG의 총 판매 수량과 판매 금액은?
PAT_35e4c2cb45ae,"SELECT 'BSZ15DC02KDH' AS part_number, COALESCE((SELECT SUM(sale_quantity*actual_selling_price) FROM sales_orders WHERE part_number={{part_number}} AND strftime('%Y', sale_date)={{year}}), 0) AS total_sales, COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost) FROM purchase_orders WHERE part_number={{part_number}} AND strftime('%Y', purchase_date)={{year}}), 0) AS total_purchase, COALESCE((SELECT SUM(sale_quantity*actual_selling_price) FROM sales_orders WHERE part_number={{part_number}} AND strftime('%Y', sale_date)={{year}}), 0) - COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost) FROM purchase_orders WHERE part_number={{part_number}} AND strftime('%Y', purchase_date)={{year}}), 0) AS profit;","part_number, year",3,"2023년 BSZ15DC02KDH의 총매출, 총매입, 순이익(흑자/적자)은?"
PAT_35f0fe51f7e9,"SELECT 'CY7C1460AV25-167BZCT' AS part_number, SUM(sale_quantity) AS total_qty, SUM(sale_quantity*actual_selling_price) AS total_amount FROM sales_orders WHERE part_number={{part_number}} AND strftime('%Y', sale_date)={{year}};","part_number, year",3,2023년 CY7C1460AV25-167BZCT의 총 판매 수량과 판매 금액은?
PAT_35f12c19522d,"SELECT 'EP1C12F324C7N' AS part_number, SUM(sale_quantity) AS total_qty, SUM(sale_quantity*actual_selling_price) AS total_amount FROM sales_orders WHERE part_number={{part_number}} AND strftime('%Y', sale_date)={{year}};","part_number, year",3,2023년 EP1C12F324C7N의 총 판매 수량과 판매 금액은?
PAT_363f9a0bac20,"SELECT 'BCM7401RKPB33G' AS part_number, COALESCE((SELECT SUM(sale_quantity*actual_selling_price) FROM sales_orders WHERE part_number={{part_number}} AND strftime('%Y', sale_date)={{year}}), 0) AS total_sales, COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost) FROM purchase_orders WHERE part_number={{part_number}} AND strftime('%Y', purchase_date)={{year}}), 0) AS total_purchase, COALESCE((SELECT SUM(sale_quantity*actual_selling_price) FROM sales_orders WHERE part_number={{part_number}} AND strftime('%Y', sale_date)={{year}}), 0) - COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost) FROM purchase_orders WHERE part_number={{part_number}} AND strftime('%Y', purchase_date)={{year}}), 0) AS profit;","part_number, year",3,"2023년 BCM7401RKPB33G의 총매출, 총매입, 순이익(흑자/적자)은?"
PAT_367bcfd39210,"SELECT '64M29EWB' AS part_number, SUM(purchase_quantity) AS total_qty, SUM(purchase_quantity*actual_unit_cost) AS total_amount FROM purchase_orders WHERE part_number={{part_number}} AND strftime('%Y', purchase_date)={{year}};","part_number, year",3,2023년 64M29EWB의 총 구매 수량과 구매 금액은?
PAT_36eb66f1583b,"SELECT 'CXD4130GG' AS part_number, SUM(sale_quantity) AS total_qty, SUM(sale_quantity*actual_selling_price) AS total_amount FROM sales_orders WHERE part_number={{part_number}} AND strftime('%Y', sale_date)={{year}};","part_number, year",3,2023년 CXD4130GG의 총 판매 수량과 판매 금액은?
PAT_370672f89b4a,"SELECT 'CY7C1314CV18-200BZI' AS part_number, SUM(purchase_quantity) AS total_qty, SUM(purchase_quantity*actual_unit_cost) AS total_amount FROM purchase_orders WHERE part_number={{part_number}} AND strftime('%Y', purchase_date)={{year}};","part_number, year",3,2023년 CY7C1314CV18-200BZI의 총 구매 수량과 구매 금액은?
PAT_37a8ce38ef9b,"SELECT 'A54SX08A-2FG144I' AS part_number, SUM(sale_quantity) AS total_qty, SUM(sale_quantity*actual_selling_price) AS total_amount FROM sales_orders WHERE part_number={{part_number}} AND strftime('%Y', sale_date)={{year}};","part_number, year",3,2023년 A54SX08A-2FG144I의 총 판매 수량과 판매 금액은?
PAT_38be68c36749,"SELECT '213X4VCAA21' AS part_number, SUM(sale_quantity) AS total_qty, SUM(sale_quantity*actual_selling_price) AS total_amount FROM sales_orders WHERE part_number={{part_number}} AND strftime('%Y', sale_date)={{year}};","part_number, year",3,2023년 213X4VCAA21의 총 판매 수량과 판매 금액은?
PAT_38dc33a73f7a,"SELECT 'EP2SGXF1152AA' AS part_number, SUM(sale_quantity) AS total_qty, SUM(sale_quantity*actual_selling_price) AS total_amount FROM sales_orders WHERE part_number={{part_number}} AND strftime('%Y', sale_date)={{year}};","part_number, year",3,2023년 EP2SGXF1152AA의 총 판매 수량과 판매 금액은?
PAT_38f8bd962651,"SELECT 'CY7C1515KV18-300BZXI' AS part_number, SUM(sale_quantity) AS total_qty, SUM(sale_quantity*actual_selling_price) AS total_amount FROM sales_orders WHERE part_number={{part_number}} AND strftime('%Y', sale_date)={{year}};","part_number, year",3,2023년 CY7C1515KV18-300BZXI의 총 판매 수량과 판매 금액은?
PAT_3ab0b50d3515,"SELECT '88F6282-A1-BKI2C160' AS part_number, SUM(purchase_quantity) AS total_qty, SUM(purchase_quantity*actual_unit_cost) AS total_amount FROM purchase_orders WHERE part_number={{part_number}} AND strftime('%Y', purchase_date)={{year}};","part_number, year",3,2023년 88F6282-A1-BKI2C160의 총 구매 수량과 구매 금액은?
PAT_3ac382ec07f0,"SELECT 'AGS756KCA-050B-PFF-T' AS part_number, SUM(purchase_quantity) AS total_qty, SUM(purchase_quantity*actual_unit_cost) AS total_amount FROM purchase_orders WHERE part_number={{part_number}} AND strftime('%Y', purchase_date)={{year}};","part_number, year",3,2023년 AGS756KCA-050B-PFF-T의 총 구매 수량과 구매 금액은?
PAT_3acfd2c1fbf9,"SELECT 'AR2313A-00' AS part_number, SUM(sale_quantity) AS total_qty, SUM(sale_quantity*actual_selling_price) AS total_amount FROM sales_orders WHERE part_number={{part_number}} AND strftime('%Y', sale_date)={{year}};","part_number, year",3,2023년 AR2313A-00의 총 판매 수량과 판매 금액은?
PAT_3b9896b1cb51,"SELECT 'EPIC20F3247N' AS part_number, COALESCE((SELECT SUM(sale_quantity*actual_selling_price) FROM sales_orders WHERE part_number={{part_number}} AND strftime('%Y', sale_date)={{year}}), 0) AS total_sales, COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost) FROM purchase_orders WHERE part_number={{part_number}} AND strftime('%Y', purchase_date)={{year}}), 0) AS total_purchase, COALESCE((SELECT SUM(sale_quantity*actual_selling_price) FROM sales_orders WHERE part_number={{part_number}} AND strftime('%Y', sale_date)={{year}}), 0) - COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost) FROM purchase_orders WHERE part_number={{part_number}} AND strftime('%Y', purchase_date)={{year}}), 0) AS profit;","part_number, year",3,"2023년 EPIC20F3247N의 총매출, 총매입, 순이익(흑자/적자)은?"
PAT_3bf3a5b031c2,"SELECT 'BCM7405XKFEBB01G' AS part_number, SUM(purchase_quantity) AS total_qty, SUM(purchase_quantity*actual_unit_cost) AS total_amount FROM purchase_orders WHERE part_number={{part_number}} AND strftime('%Y', purchase_date)={{year}};","part_number, year",3,2023년 BCM7405XKFEBB01G의 총 구매 수량과 구매 금액은?
PAT_3c49946039e9,"SELECT 'BCM7313SKPB8G' AS part_number, SUM(purchase_quantity) AS total_qty, SUM(purchase_quantity*actual_unit_cost) AS total_amount FROM purchase_orders WHERE part_number={{part_number}} AND strftime('%Y', purchase_date)={{year}};","part_number, year",3,2023년 BCM7313SKPB8G의 총 구매 수량과 구매 금액은?
PAT_3c5065cdea5a,"SELECT 'EP1C12F324I7' AS part_number, SUM(purchase_quantity) AS total_qty, SUM(purchase_quantity*actual_unit_cost) AS total_amount FROM purchase_orders WHERE part_number={{part_number}} AND strftime('%Y', purchase_date)={{year}};","part_number, year",3,2023년 EP1C12F324I7의 총 구매 수량과 구매 금액은?
PAT_3ca92823b120,"SELECT 'EP3C16F256C7N' AS part_number, COALESCE((SELECT SUM(sale_quantity*actual_selling_price) FROM sales_orders WHERE part_number={{part_number}} AND strftime('%Y', sale_date)={{year}}), 0) AS total_sales, COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost) FROM purchase_orders WHERE part_number={{part_number}} AND strftime('%Y', purchase_date)={{year}}), 0) AS total_purchase, COALESCE((SELECT SUM(sale_quantity*actual_selling_price) FROM sales_orders WHERE part_number={{part_number}} AND strftime('%Y', sale_date)={{year}}), 0) - COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost) FROM purchase_orders WHERE part_number={{part_number}} AND strftime('%Y', purchase_date)={{year}}), 0) AS profit;","part_number, year",3,"2023년 EP3C16F256C7N의 총매출, 총매입, 순이익(흑자/적자)은?"
PAT_3cdfe873fa55,"SELECT m.name AS manufacturer_name, SUM(p.purchase_quantity*p.actual_unit_cost) AS total_amount FROM purchase_orders p JOIN manufacturers m ON p.manufacturer_id=m.manufacturer_id WHERE strftime('%Y', p.purchase_date)='2024' AND strftime('%m', p.purchase_date)='05' GROUP BY m.name ORDER BY total_amount DESC LIMIT 10;",,1,2024년 05월 제조사별 구매 금액 TOP 10은?
PAT_3d083a6f3e1f,"SELECT 'CS61884-IB' AS part_number, COALESCE((SELECT SUM(sale_quantity*actual_selling_price) FROM sales_orders WHERE part_number={{part_number}} AND strftime('%Y', sale_date)={{year}}), 0) AS total_sales, COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost) FROM purchase_orders WHERE part_number={{part_number}} AND strftime('%Y', purchase_date)={{year}}), 0) AS total_purchase, COALESCE((SELECT SUM(sale_quantity*actual_selling_price) FROM sales_orders WHERE part_number={{part_number}} AND strftime('%Y', sale_date)={{year}}), 0) - COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost) FROM purchase_orders WHERE part_number={{part_number}} AND strftime('%Y', purchase_date)={{year}}), 0) AS profit;","part_number, year",3,"2023년 CS61884-IB의 총매출, 총매입, 순이익(흑자/적자)은?"
PAT_3d548de785a9,"SELECT 'AR9130-BC1E' AS part_number, SUM(purchase_quantity) AS total_qty, SUM(purchase_quantity*actual_unit_cost) AS total_amount FROM purchase_orders WHERE part_number={{part_number}} AND strftime('%Y', purchase_date)={{year}};","part_number, year",3,2023년 AR9130-BC1E의 총 구매 수량과 구매 금액은?
PAT_3df4e06ea382,"SELECT 'AR9130-BC1E' AS part_number, SUM(sale_quantity) AS total_qty, SUM(sale_quantity*actual_selling_price) AS total_amount FROM sales_orders WHERE part_number={{part_number}} AND strftime('%Y', sale_date)={{year}};","part_number, year",3,2023년 AR9130-BC1E의 총 판매 수량과 판매 금액은?
PAT_3e0a67744139,"SELECT 'AU1000-266MCC' AS part_number, SUM(sale_quantity) AS total_qty, SUM(sale_quantity*actual_selling_price) AS total_amount FROM sales_orders WHERE part_number={{part_number}} AND strftime('%Y', sale_date)={{year}};","part_number, year",3,2023년 AU1000-266MCC의 총 판매 수량과 판매 금액은?
PAT_3e777e62461a,"SELECT m.name AS manufacturer_name, SUM(p.purchase_quantity*p.actual_unit_cost) AS total_amount FROM purchase_orders p JOIN manufacturers m ON p.manufacturer_id=m.manufacturer_id WHERE strftime('%Y', p.purchase_date)='2025' AND strftime('%m', p.purchase_date)='11' GROUP BY m.name ORDER BY total_amount DESC LIMIT 10;",,1,2025년 11월 제조사별 구매 금액 TOP 10은?
PAT_3effb35c68ed,"SELECT 'BCM5680B2KTB' AS part_number, COALESCE((SELECT SUM(sale_quantity*actual_selling_price) FROM sales_orders WHERE part_number={{part_number}} AND strftime('%Y', sale_date)={{year}}), 0) AS total_sales, COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost) FROM purchase_orders WHERE part_number={{part_number}} AND strftime('%Y', purchase_date)={{year}}), 0) AS total_purchase, COALESCE((SELECT SUM(sale_quantity*actual_selling_price) FROM sales_orders WHERE part_number={{part_number}} AND strftime('%Y', sale_date)={{year}}), 0) - COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost) FROM purchase_orders WHERE part_number={{part_number}} AND strftime('%Y', purchase_date)={{year}}), 0) AS profit;","part_number, year",3,"2023년 BCM5680B2KTB의 총매출, 총매입, 순이익(흑자/적자)은?"
PAT_3f8db6a7babb,"SELECT m.name AS manufacturer_name, SUM(p.purchase_quantity*p.actual_unit_cost) AS total_amount FROM purchase_orders p JOIN manufacturers m ON p.manufacturer_id=m.manufacturer_id WHERE strftime('%Y', p.purchase_date)='2024' AND strftime('%m', p.purchase_date)='03' GROUP BY m.name ORDER BY total_amount DESC LIMIT 10;",,1,2024년 03월 제조사별 구매 금액 TOP 10은?
PAT_3fcc6d4c32e6,"SELECT '10M02SCU169C8G' AS part_number, COALESCE((SELECT SUM(sale_quantity*actual_selling_price) FROM sales_orders WHERE part_number={{part_number}} AND strftime('%Y', sale_date)={{year}}), 0) AS total_sales, COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost) FROM purchase_orders WHERE part_number={{part_number}} AND strftime('%Y', purchase_date)={{year}}), 0) AS total_purchase, COALESCE((SELECT SUM(sale_quantity*actual_selling_price) FROM sales_orders WHERE part_number={{part_number}} AND strftime('%Y', sale_date)={{year}}), 0) - COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost) FROM purchase_orders WHERE part_number={{part_number}} AND strftime('%Y', purchase_date)={{year}}), 0) AS profit;","part_number, year",3,"2023년 10M02SCU169C8G의 총매출, 총매입, 순이익(흑자/적자)은?"
PAT_3fde5145869a,"SELECT v.vendor_name, SUM(s.sale_quantity*s.actual_selling_price) AS total_amount FROM sales_orders s JOIN vendors v ON s.vendor_id=v.vendor_id WHERE strftime('%Y', s.sale_date)='2023' AND strftime('%m', s.sale_date)='07' GROUP BY v.vendor_name ORDER BY total_amount DESC LIMIT 10;",,1,2023년 07월 벤더별 판매 금액 TOP 10은?
PAT_3fe55af3258f,"SELECT 'AM29DL323DT-90WDI' AS part_number, SUM(sale_quantity) AS total_qty, SUM(sale_quantity*actual_selling_price) AS total_amount FROM sales_orders WHERE part_number={{part_number}} AND strftime('%Y', sale_date)={{year}};","part_number, year",3,2023년 AM29DL323DT-90WDI의 총 판매 수량과 판매 금액은?
PAT_403872ee50bf,"SELECT 'EP1C4F324C8N' AS part_number, SUM(sale_quantity) AS total_qty, SUM(sale_quantity*actual_selling_price) AS total_amount FROM sales_orders WHERE part_number={{part_number}} AND strftime('%Y', sale_date)={{year}};","part_number, year",3,2023년 EP1C4F324C8N의 총 판매 수량과 판매 금액은?
PAT_403b0ac3e5b4,"SELECT 'EP1C12F324C7N' AS part_number, SUM(purchase_quantity) AS total_qty, SUM(purchase_quantity*actual_unit_cost) AS total_amount FROM purchase_orders WHERE part_number={{part_number}} AND strftime('%Y', purchase_date)={{year}};","part_number, year",3,2023년 EP1C12F324C7N의 총 구매 수량과 구매 금액은?
PAT_4067671f41ce,"SELECT 'EP1C12F324I7' AS part_number, SUM(sale_quantity) AS total_qty, SUM(sale_quantity*actual_selling_price) AS total_amount FROM sales_orders WHERE part_number={{part_number}} AND strftime('%Y', sale_date)={{year}};","part_number, year",3,2023년 EP1C12F324I7의 총 판매 수량과 판매 금액은?
PAT_40769cd77d7f,"SELECT 'BCM6550IPB1G' AS part_number, SUM(purchase_quantity) AS total_qty, SUM(purchase_quantity*actual_unit_cost) AS total_amount FROM purchase_orders WHERE part_number={{part_number}} AND strftime('%Y', purchase_date)={{year}};","part_number, year",3,2023년 BCM6550IPB1G의 총 구매 수량과 구매 금액은?
PAT_4078bcb68955,"SELECT 'ETRAX100LX' AS part_number, SUM(purchase_quantity) AS total_qty, SUM(purchase_quantity*actual_unit_cost) AS total_amount FROM purchase_orders WHERE part_number={{part_number}} AND strftime('%Y', purchase_date)={{year}};","part_number, year",3,2023년 ETRAX100LX의 총 구매 수량과 구매 금액은?
PAT_40cbae688690,"SELECT 'AR2313A-00' AS part_number, COALESCE((SELECT SUM(sale_quantity*actual_selling_price) FROM sales_orders WHERE part_number={{part_number}} AND strftime('%Y', sale_date)={{year}}), 0) AS total_sales, COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost) FROM purchase_orders WHERE part_number={{part_number}} AND strftime('%Y', purchase_date)={{year}}), 0) AS total_purchase, COALESCE((SELECT SUM(sale_quantity*actual_selling_price) FROM sales_orders WHERE part_number={{part_number}} AND strftime('%Y', sale_date)={{year}}), 0) - COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost) FROM purchase_orders WHERE part_number={{part_number}} AND strftime('%Y', purchase_date)={{year}}), 0) AS profit;","part_number, year",3,"2023년 AR2313A-00의 총매출, 총매입, 순이익(흑자/적자)은?"
PAT_4118cea71e88,"SELECT 'EP2C8F25618' AS part_number, SUM(sale_quantity) AS total_qty, SUM(sale_quantity*actual_selling_price) AS total_amount FROM sales_orders WHERE part_number={{part_number}} AND strftime('%Y', sale_date)={{year}};","part_number, year",3,2023년 EP2C8F25618의 총 판매 수량과 판매 금액은?
PAT_4149553c7fc0,"SELECT 'AR9130-BC1E' AS part_number, COALESCE((SELECT SUM(sale_quantity*actual_selling_price) FROM sales_orders WHERE part_number={{part_number}} AND strftime('%Y', sale_date)={{year}}), 0) AS total_sales, COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost) FROM purchase_orders WHERE part_number={{part_number}} AND strftime('%Y', purchase_date)={{year}}), 0) AS total_purchase, COALESCE((SELECT SUM(sale_quantity*actual_selling_price) FROM sales_orders WHERE part_number={{part_number}} AND strftime('%Y', sale_date)={{year}}), 0) - COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost) FROM purchase_orders WHERE part_number={{part_number}} AND strftime('%Y', purchase_date)={{year}}), 0) AS profit;","part_number, year",3,"2023년 AR9130-BC1E의 총매출, 총매입, 순이익(흑자/적자)은?"
PAT_4170f73d28eb,"SELECT 'BCM5389KFB' AS part_number, SUM(sale_quantity) AS total_qty, SUM(sale_quantity*actual_selling_price) AS total_amount FROM sales_orders WHERE part_number={{part_number}} AND strftime('%Y', sale_date)={{year}};","part_number, year",3,2023년 BCM5389KFB의 총 판매 수량과 판매 금액은?
PAT_417ea26bdbdf,"SELECT 'EP1C20F324C7' AS part_number, SUM(sale_quantity) AS total_qty, SUM(sale_quantity*actual_selling_price) AS total_amount FROM sales_orders WHERE part_number={{part_number}} AND strftime('%Y', sale_date)={{year}};","part_number, year",3,2023년 EP1C20F324C7의 총 판매 수량과 판매 금액은?
PAT_418785ed58be,"SELECT '10M02SCU169C8G' AS part_number, SUM(purchase_quantity) AS total_qty, SUM(purchase_quantity*actual_unit_cost) AS total_amount FROM purchase_orders WHERE part_number={{part_number}} AND strftime('%Y', purchase_date)={{year}};","part_number, year",3,2023년 10M02SCU169C8G의 총 구매 수량과 구매 금액은?
PAT_41a6c37c7982,"SELECT '88F5182-A2-BEG1C500' AS part_number, SUM(sale_quantity) AS total_qty, SUM(sale_quantity*actual_selling_price) AS total_amount FROM sales_orders WHERE part_number={{part_number}} AND strftime('%Y', sale_date)={{year}};","part_number, year",3,2023년 88F5182-A2-BEG1C500의 총 판매 수량과 판매 금액은?
PAT_41b4cf19d33c,"SELECT 'EP20K200EBC356-1' AS part_number, SUM(purchase_quantity) AS total_qty, SUM(purchase_quantity*actual_unit_cost) AS total_amount FROM purchase_orders WHERE part_number={{part_number}} AND strftime('%Y', purchase_date)={{year}};","part_number, year",3,2023년 EP20K200EBC356-1의 총 구매 수량과 구매 금액은?
PAT_420629f3a6e2,"SELECT 'EN2210-BG2' AS part_number, SUM(purchase_quantity) AS total_qty, SUM(purchase_quantity*actual_unit_cost) AS total_amount FROM purchase_orders WHERE part_number={{part_number}} AND strftime('%Y', purchase_date)={{year}};","part_number, year",3,2023년 EN2210-BG2의 총 구매 수량과 구매 금액은?
PAT_421e415800e5,"SELECT 'AD9974BBCZ' AS part_number, COALESCE((SELECT SUM(sale_quantity*actual_selling_price) FROM sales_orders WHERE part_number={{part_number}} AND strftime('%Y', sale_date)={{year}}), 0) AS total_sales, COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost) FROM purchase_orders WHERE part_number={{part_number}} AND strftime('%Y', purchase_date)={{year}}), 0) AS total_purchase, COALESCE((SELECT SUM(sale_quantity*actual_selling_price) FROM sales_orders WHERE part_number={{part_number}} AND strftime('%Y', sale_date)={{year}}), 0) - COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost) FROM purchase_orders WHERE part_number={{part_number}} AND strftime('%Y', purchase_date)={{year}}), 0) AS profit;","part_number, year",3,"2023년 AD9974BBCZ의 총매출, 총매입, 순이익(흑자/적자)은?"
PAT_425c5122d4c3,"SELECT 'BCM5693A2KEBG' AS part_number, SUM(purchase_quantity) AS total_qty, SUM(purchase_quantity*actual_unit_cost) AS total_amount FROM purchase_orders WHERE part_number={{part_number}} AND strftime('%Y', purchase_date)={{year}};","part_number, year",3,2023년 BCM5693A2KEBG의 총 구매 수량과 구매 금액은?
PAT_42d6b0f34ab6,"SELECT 'ELANSC410-33AC' AS part_number, SUM(purchase_quantity) AS total_qty, SUM(purchase_quantity*actual_unit_cost) AS total_amount FROM purchase_orders WHERE part_number={{part_number}} AND strftime('%Y', purchase_date)={{year}};","part_number, year",3,2023년 ELANSC410-33AC의 총 구매 수량과 구매 금액은?
PAT_433c909d6354,"SELECT 'EPM7128SQC100-7N' AS part_number, COALESCE((SELECT SUM(sale_quantity*actual_selling_price) FROM sales_orders WHERE part_number={{part_number}} AND strftime('%Y', sale_date)={{year}}), 0) AS total_sales, COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost) FROM purchase_orders WHERE part_number={{part_number}} AND strftime('%Y', purchase_date)={{year}}), 0) AS total_purchase, COALESCE((SELECT SUM(sale_quantity*actual_selling_price) FROM sales_orders WHERE part_number={{part_number}} AND strftime('%Y', sale_date)={{year}}), 0) - COALESCE((SELECT SUM(purchase_quantity*actual_unit_cost) FROM purchase_orders WHERE part_number={{part_number}} AND strftime('%Y', purchase_date)={{year}}), 0) AS profit;","part_number, year",3,"2023년 EPM7128SQC100-7N의 총매출, 총매입, 순이익(흑자/적자)은?"
PAT_434f347ebd6e,"SELECT 'EP2S30F484C5N' AS part_number, SUM(purchase_quantity) AS total_qty, SUM(purchase_quantity*actual_unit_cost) AS total_amount FROM purchase_orders WHERE part_number={{part_number}} AND strftime('%Y', purchase_date)={{year}};","part_number, year",3,2023년 EP2S30F484C5N의 총 구매 수량과 구매 금액은?
PAT_43bc9f3e2984,"SELECT 'BCM5656KPBG' AS part_number, SUM(sale_quantity) AS total_qty, SUM(sale_quantity*actual_selling_price) AS total_amount FROM sales_orders WHERE part_number={{part_number}} AND strftime('%Y', sale_date)={{year}};","part_number, year",3,2023년 BCM5656KPBG의 총 판매 수량과 판매 금액은?
PAT_43dac100ec34,"SELECT 'AGS756KCA-050B-PFF-T' AS part_number, SUM(sale_quantity) AS total_qty, SUM(sale_quantity*actual_selling_price) AS total_amount FROM sales_orders WHERE part_number={{part_number}} AND strftime('%Y', sale_date)={{year}};","part_number, year",3,2023년 AGS756KCA-050B-PFF-T의 총 판매 수량과 판매 금액은?
PAT_43e82340cafd,"SELECT 'CY7C1347G-166BGXCT' AS part_number, SUM(sale_quantity) AS total_qty, SUM(sale_quantity*actual_selling_price) AS total_amount FROM sales_orders WHERE part_number={{part_number}} AND strftime('%Y', sale_date)={{year}};","part_number, year",3,2023년 CY7C1347G-166BGXCT의 총 판매 수량과 판매 금액은?
