question,pattern_id,slots_json
2025년 EP2S30F672I4N의 총 구매 수량과 구매 금액은?,PAT_1b918df0ec72,"{""part_number"": ""EP2S30F672I4N"", ""year"": ""2025""}"
2025년 EP2S60F1020C4N의 총 판매 수량과 판매 금액은?,PAT_a88cf503486c,"{""part_number"": ""EP2S60F1020C4N"", ""year"": ""2025""}"
2025년 EP2S60F1020C4N의 총 구매 수량과 구매 금액은?,PAT_14a28b27785f,"{""part_number"": ""EP2S60F1020C4N"", ""year"": ""2025""}"
2025년 EP2SGXF1152AA의 총 판매 수량과 판매 금액은?,PAT_38dc33a73f7a,"{""part_number"": ""EP2SGXF1152AA"", ""year"": ""2025""}"
2025년 EP2SGXF1152AA의 총 구매 수량과 구매 금액은?,PAT_e1d1ceeb46af,"{""part_number"": ""EP2SGXF1152AA"", ""year"": ""2025""}"
2025년 EP3C16F256C7N의 총 판매 수량과 판매 금액은?,PAT_8f981810010e,"{""part_number"": ""EP3C16F256C7N"", ""year"": ""2025""}"
2025년 EP3C16F256C7N의 총 구매 수량과 구매 금액은?,PAT_4a9190e731f3,"{""part_number"": ""EP3C16F256C7N"", ""year"": ""2025""}"
2025년 EP3C16F256I7N의 총 판매 수량과 판매 금액은?,PAT_c06b4511e3f0,"{""part_number"": ""EP3C16F256I7N"", ""year"": ""2025""}"
2025년 EP3C16F256I7N의 총 구매 수량과 구매 금액은?,PAT_a7a6c95f06bc,"{""part_number"": ""EP3C16F256I7N"", ""year"": ""2025""}"
2025년 EP3C16F484C8N의 총 판매 수량과 판매 금액은?,PAT_73624e7268ba,"{""part_number"": ""EP3C16F484C8N"", ""year"": ""2025""}"
2025년 EP3C16F484C8N의 총 구매 수량과 구매 금액은?,PAT_5b19b1b2fbcc,"{""part_number"": ""EP3C16F484C8N"", ""year"": ""2025""}"
2025년 EP3C40F780C8N의 총 판매 수량과 판매 금액은?,PAT_f42031335cfe,"{""part_number"": ""EP3C40F780C8N"", ""year"": ""2025""}"
2025년 EP3C40F780C8N의 총 구매 수량과 구매 금액은?,PAT_134aef9818ee,"{""part_number"": ""EP3C40F780C8N"", ""year"": ""2025""}"
2025년 EP3C55F484C8N의 총 판매 수량과 판매 금액은?,PAT_72f8c16452ca,"{""part_number"": ""EP3C55F484C8N"", ""year"": ""2025""}"
2025년 EP3C55F484C8N의 총 구매 수량과 구매 금액은?,PAT_201058f98e11,"{""part_number"": ""EP3C55F484C8N"", ""year"": ""2025""}"
2025년 EP3C55F780C6N의 총 판매 수량과 판매 금액은?,PAT_1ce5aa10e4cc,"{""part_number"": ""EP3C55F780C6N"", ""year"": ""2025""}"
2025년 EP3C55F780C6N의 총 구매 수량과 구매 금액은?,PAT_64f45388dd1c,"{""part_number"": ""EP3C55F780C6N"", ""year"": ""2025""}"
2025년 EP3SE80F780I3N의 총 판매 수량과 판매 금액은?,PAT_0e9b4c42e100,"{""part_number"": ""EP3SE80F780I3N"", ""year"": ""2025""}"
2025년 EP3SE80F780I3N의 총 구매 수량과 구매 금액은?,PAT_eb7660ffbc45,"{""part_number"": ""EP3SE80F780I3N"", ""year"": ""2025""}"
2025년 EP4CE115F29C8N의 총 판매 수량과 판매 금액은?,PAT_9ef01208be25,"{""part_number"": ""EP4CE115F29C8N"", ""year"": ""2025""}"
2025년 EP4CE115F29C8N의 총 구매 수량과 구매 금액은?,PAT_30dcb86ae4fd,"{""part_number"": ""EP4CE115F29C8N"", ""year"": ""2025""}"
2025년 EP4CE30F19A7N의 총 판매 수량과 판매 금액은?,PAT_b1e45d9b08eb,"{""part_number"": ""EP4CE30F19A7N"", ""year"": ""2025""}"
2025년 EP4CE30F19A7N의 총 구매 수량과 구매 금액은?,PAT_cf0327a37ccb,"{""part_number"": ""EP4CE30F19A7N"", ""year"": ""2025""}"
2025년 EP4CE30F29C8의 총 판매 수량과 판매 금액은?,PAT_c8e44ad4a3e5,"{""part_number"": ""EP4CE30F29C8"", ""year"": ""2025""}"
2025년 EP4CE30F29C8의 총 구매 수량과 구매 금액은?,PAT_2338322f63cf,"{""part_number"": ""EP4CE30F29C8"", ""year"": ""2025""}"
2025년 EP4CE55F29C8N의 총 판매 수량과 판매 금액은?,PAT_581c02140ebe,"{""part_number"": ""EP4CE55F29C8N"", ""year"": ""2025""}"
2025년 EP4CE55F29C8N의 총 구매 수량과 구매 금액은?,PAT_4d94ead7474e,"{""part_number"": ""EP4CE55F29C8N"", ""year"": ""2025""}"
2025년 EP4CGX110DF31C8N의 총 판매 수량과 판매 금액은?,PAT_5ffd0782235a,"{""part_number"": ""EP4CGX110DF31C8N"", ""year"": ""2025""}"
2025년 EP4CGX110DF31C8N의 총 구매 수량과 구매 금액은?,PAT_5456d0bf6b9c,"{""part_number"": ""EP4CGX110DF31C8N"", ""year"": ""2025""}"
2025년 EP4CGX30CF23C8N의 총 판매 수량과 판매 금액은?,PAT_6c86b6ef459c,"{""part_number"": ""EP4CGX30CF23C8N"", ""year"": ""2025""}"
2025년 EP4CGX30CF23C8N의 총 구매 수량과 구매 금액은?,PAT_6db93bc16df9,"{""part_number"": ""EP4CGX30CF23C8N"", ""year"": ""2025""}"
2025년 EP4CGX50CF23I7N의 총 판매 수량과 판매 금액은?,PAT_765feac89ff0,"{""part_number"": ""EP4CGX50CF23I7N"", ""year"": ""2025""}"
2025년 EP4CGX50CF23I7N의 총 구매 수량과 구매 금액은?,PAT_6b332c76aa7a,"{""part_number"": ""EP4CGX50CF23I7N"", ""year"": ""2025""}"
2025년 EP4SGX360HF35C2N의 총 판매 수량과 판매 금액은?,PAT_f6ae060aae80,"{""part_number"": ""EP4SGX360HF35C2N"", ""year"": ""2025""}"
2025년 EP4SGX360HF35C2N의 총 구매 수량과 구매 금액은?,PAT_db596ea512c7,"{""part_number"": ""EP4SGX360HF35C2N"", ""year"": ""2025""}"
2025년 EPC16UC88의 총 판매 수량과 판매 금액은?,PAT_d0c4f5eba13f,"{""part_number"": ""EPC16UC88"", ""year"": ""2025""}"
2025년 EPC16UC88의 총 구매 수량과 구매 금액은?,PAT_8612a89b1019,"{""part_number"": ""EPC16UC88"", ""year"": ""2025""}"
2025년 EPC16UI88의 총 판매 수량과 판매 금액은?,PAT_1b683ad5ea56,"{""part_number"": ""EPC16UI88"", ""year"": ""2025""}"
2025년 EPC16UI88의 총 구매 수량과 구매 금액은?,PAT_7cd193825d71,"{""part_number"": ""EPC16UI88"", ""year"": ""2025""}"
2025년 EPCQL1024F24IN의 총 판매 수량과 판매 금액은?,PAT_a3c34e7a38ea,"{""part_number"": ""EPCQL1024F24IN"", ""year"": ""2025""}"
2025년 EPCQL1024F24IN의 총 구매 수량과 구매 금액은?,PAT_0670db3ad6fd,"{""part_number"": ""EPCQL1024F24IN"", ""year"": ""2025""}"
2025년 EPF10K100ABC356-2의 총 판매 수량과 판매 금액은?,PAT_239dde9d3ed2,"{""part_number"": ""EPF10K100ABC356-2"", ""year"": ""2025""}"
2025년 EPF10K100ABC356-2의 총 구매 수량과 구매 금액은?,PAT_b38eacc043fe,"{""part_number"": ""EPF10K100ABC356-2"", ""year"": ""2025""}"
2025년 EPF10K130EFI484-2의 총 판매 수량과 판매 금액은?,PAT_8b0ab4398200,"{""part_number"": ""EPF10K130EFI484-2"", ""year"": ""2025""}"
2025년 EPF10K130EFI484-2의 총 구매 수량과 구매 금액은?,PAT_1855b1b1792d,"{""part_number"": ""EPF10K130EFI484-2"", ""year"": ""2025""}"
2025년 EPF10K50SFC256-3의 총 판매 수량과 판매 금액은?,PAT_b9cfc1b6140b,"{""part_number"": ""EPF10K50SFC256-3"", ""year"": ""2025""}"
2025년 EPF10K50SFC256-3의 총 구매 수량과 구매 금액은?,PAT_1d349b9d0321,"{""part_number"": ""EPF10K50SFC256-3"", ""year"": ""2025""}"
2025년 EPIC20F3247N의 총 판매 수량과 판매 금액은?,PAT_d356902af7de,"{""part_number"": ""EPIC20F3247N"", ""year"": ""2025""}"
2025년 EPIC20F3247N의 총 구매 수량과 구매 금액은?,PAT_04c9aaa1c3dc,"{""part_number"": ""EPIC20F3247N"", ""year"": ""2025""}"
2025년 EPM1270F256C5N의 총 판매 수량과 판매 금액은?,PAT_5dec4eb3dcf8,"{""part_number"": ""EPM1270F256C5N"", ""year"": ""2025""}"
2025년 EPM1270F256C5N의 총 구매 수량과 구매 금액은?,PAT_72589f1440ef,"{""part_number"": ""EPM1270F256C5N"", ""year"": ""2025""}"
2025년 EPM240M100C4NGA의 총 판매 수량과 판매 금액은?,PAT_4742c0142182,"{""part_number"": ""EPM240M100C4NGA"", ""year"": ""2025""}"
2025년 EPM240M100C4NGA의 총 구매 수량과 구매 금액은?,PAT_19d43a6508ce,"{""part_number"": ""EPM240M100C4NGA"", ""year"": ""2025""}"
2025년 EPM7128SQC100-7N의 총 판매 수량과 판매 금액은?,PAT_1d5ab67e1f66,"{""part_number"": ""EPM7128SQC100-7N"", ""year"": ""2025""}"
2025년 EPM7128SQC100-7N의 총 구매 수량과 구매 금액은?,PAT_5277a188dafb,"{""part_number"": ""EPM7128SQC100-7N"", ""year"": ""2025""}"
2025년 EPM7256AEFI100-7의 총 판매 수량과 판매 금액은?,PAT_9afe885db0f3,"{""part_number"": ""EPM7256AEFI100-7"", ""year"": ""2025""}"
2025년 EPM7256AEFI100-7의 총 구매 수량과 구매 금액은?,PAT_d70fdb63c851,"{""part_number"": ""EPM7256AEFI100-7"", ""year"": ""2025""}"
2025년 ETRAX100LX의 총 판매 수량과 판매 금액은?,PAT_0e6ead786181,"{""part_number"": ""ETRAX100LX"", ""year"": ""2025""}"
2025년 ETRAX100LX의 총 구매 수량과 구매 금액은?,PAT_4078bcb68955,"{""part_number"": ""ETRAX100LX"", ""year"": ""2025""}"
2025년 EX128-FCSG128의 총 판매 수량과 판매 금액은?,PAT_951f168dc78e,"{""part_number"": ""EX128-FCSG128"", ""year"": ""2025""}"
2025년 EX128-FCSG128의 총 구매 수량과 구매 금액은?,PAT_985a8f34d496,"{""part_number"": ""EX128-FCSG128"", ""year"": ""2025""}"
2025년 FLI75LX-EHBB의 총 판매 수량과 판매 금액은?,PAT_db7e0fd4b463,"{""part_number"": ""FLI75LX-EHBB"", ""year"": ""2025""}"
2025년 FLI75LX-EHBB의 총 구매 수량과 구매 금액은?,PAT_0343b1a9b7d3,"{""part_number"": ""FLI75LX-EHBB"", ""year"": ""2025""}"
2025년 FLLXT384BE.B1의 총 판매 수량과 판매 금액은?,PAT_d77381408ce4,"{""part_number"": ""FLLXT384BE.B1"", ""year"": ""2025""}"
2025년 FLLXT384BE.B1의 총 구매 수량과 구매 금액은?,PAT_20497b218b32,"{""part_number"": ""FLLXT384BE.B1"", ""year"": ""2025""}"
2025년 FW21154BE의 총 판매 수량과 판매 금액은?,PAT_16c519bfce78,"{""part_number"": ""FW21154BE"", ""year"": ""2025""}"
2025년 FW21154BE의 총 구매 수량과 구매 금액은?,PAT_0e6b566cd451,"{""part_number"": ""FW21154BE"", ""year"": ""2025""}"
2025년 FW21555BB의 총 판매 수량과 판매 금액은?,PAT_4e378a3930dd,"{""part_number"": ""FW21555BB"", ""year"": ""2025""}"
2025년 FW21555BB의 총 구매 수량과 구매 금액은?,PAT_ebbb43c915bf,"{""part_number"": ""FW21555BB"", ""year"": ""2025""}"
2025년 FWIXP425BB의 총 판매 수량과 판매 금액은?,PAT_7408196ed864,"{""part_number"": ""FWIXP425BB"", ""year"": ""2025""}"
2025년 FWIXP425BB의 총 구매 수량과 구매 금액은?,PAT_cc69da42ac94,"{""part_number"": ""FWIXP425BB"", ""year"": ""2025""}"
2025년 FWIXP425BC의 총 판매 수량과 판매 금액은?,PAT_d182a5cb8ac6,"{""part_number"": ""FWIXP425BC"", ""year"": ""2025""}"
2025년 FWIXP425BC의 총 구매 수량과 구매 금액은?,PAT_4a4a9c177b30,"{""part_number"": ""FWIXP425BC"", ""year"": ""2025""}"
2025년 HD64F38104FPV의 총 판매 수량과 판매 금액은?,PAT_f669bfa09010,"{""part_number"": ""HD64F38104FPV"", ""year"": ""2025""}"
2025년 HD64F38104FPV의 총 구매 수량과 구매 금액은?,PAT_cdee70174ef2,"{""part_number"": ""HD64F38104FPV"", ""year"": ""2025""}"
2025년 LC4032ZE-7TN48I-P018의 총 판매 수량과 판매 금액은?,PAT_6198219adbc7,"{""part_number"": ""LC4032ZE-7TN48I-P018"", ""year"": ""2025""}"
2025년 LC4032ZE-7TN48I-P018의 총 구매 수량과 구매 금액은?,PAT_c0f7fd8e7f43,"{""part_number"": ""LC4032ZE-7TN48I-P018"", ""year"": ""2025""}"
2025년 LE87281NQCT의 총 판매 수량과 판매 금액은?,PAT_bae84c83e331,"{""part_number"": ""LE87281NQCT"", ""year"": ""2025""}"
2025년 LE87281NQCT의 총 구매 수량과 구매 금액은?,PAT_925b3b9057f5,"{""part_number"": ""LE87281NQCT"", ""year"": ""2025""}"
2025년 LE87402MQCT의 총 판매 수량과 판매 금액은?,PAT_feac4b3efaa7,"{""part_number"": ""LE87402MQCT"", ""year"": ""2025""}"
2025년 LE87402MQCT의 총 구매 수량과 구매 금액은?,PAT_f9006e0aad4e,"{""part_number"": ""LE87402MQCT"", ""year"": ""2025""}"
2025년 LTC3521IUF#TRPBF의 총 판매 수량과 판매 금액은?,PAT_fcbe9de39f0b,"{""part_number"": ""LTC3521IUF#TRPBF"", ""year"": ""2025""}"
2025년 LTC3521IUF#TRPBF의 총 구매 수량과 구매 금액은?,PAT_6c13919d3671,"{""part_number"": ""LTC3521IUF#TRPBF"", ""year"": ""2025""}"
2025년 LTC4364IMS-1#TRPBF의 총 판매 수량과 판매 금액은?,PAT_dd1c6a54cf9b,"{""part_number"": ""LTC4364IMS-1#TRPBF"", ""year"": ""2025""}"
2025년 LTC4364IMS-1#TRPBF의 총 구매 수량과 구매 금액은?,PAT_4d6c0001ba07,"{""part_number"": ""LTC4364IMS-1#TRPBF"", ""year"": ""2025""}"
2025년 NLC565050T-1R0K-PF의 총 판매 수량과 판매 금액은?,PAT_7f43696945d1,"{""part_number"": ""NLC565050T-1R0K-PF"", ""year"": ""2025""}"
2025년 NLC565050T-1R0K-PF의 총 구매 수량과 구매 금액은?,PAT_7d6badf5ba7a,"{""part_number"": ""NLC565050T-1R0K-PF"", ""year"": ""2025""}"
2025년 TLF50201EL의 총 판매 수량과 판매 금액은?,PAT_25196fb834b3,"{""part_number"": ""TLF50201EL"", ""year"": ""2025""}"
2025년 TLF50201EL의 총 구매 수량과 구매 금액은?,PAT_848512b94b03,"{""part_number"": ""TLF50201EL"", ""year"": ""2025""}"
2025년 TLT9255WLC의 총 판매 수량과 판매 금액은?,PAT_88a9dbfa1ed9,"{""part_number"": ""TLT9255WLC"", ""year"": ""2025""}"
2025년 TLT9255WLC의 총 구매 수량과 구매 금액은?,PAT_870d7366c23c,"{""part_number"": ""TLT9255WLC"", ""year"": ""2025""}"
2025년 VZH101M1HTR-0810의 총 판매 수량과 판매 금액은?,PAT_75e12afb49be,"{""part_number"": ""VZH101M1HTR-0810"", ""year"": ""2025""}"
2025년 VZH101M1HTR-0810의 총 구매 수량과 구매 금액은?,PAT_a360c5d5a339,"{""part_number"": ""VZH101M1HTR-0810"", ""year"": ""2025""}"
2025년 XC4005E-4TQ144C의 총 판매 수량과 판매 금액은?,PAT_9540d0ea82d4,"{""part_number"": ""XC4005E-4TQ144C"", ""year"": ""2025""}"
2025년 XC4005E-4TQ144C의 총 구매 수량과 구매 금액은?,PAT_ae0dc78a9a5a,"{""part_number"": ""XC4005E-4TQ144C"", ""year"": ""2025""}"
2025년 XCF08PFS48C의 총 판매 수량과 판매 금액은?,PAT_4c72375f2b2b,"{""part_number"": ""XCF08PFS48C"", ""year"": ""2025""}"
2025년 XCF08PFS48C의 총 구매 수량과 구매 금액은?,PAT_ae09b47be9c2,"{""part_number"": ""XCF08PFS48C"", ""year"": ""2025""}"
2025년 XG4C-3031의 총 판매 수량과 판매 금액은?,PAT_23edb6915035,"{""part_number"": ""XG4C-3031"", ""year"": ""2025""}"
2025년 XG4C-3031의 총 구매 수량과 구매 금액은?,PAT_18d2c39b1ca1,"{""part_number"": ""XG4C-3031"", ""year"": ""2025""}"
2025년 Z84C3006PEC의 총 판매 수량과 판매 금액은?,PAT_c334b7092b13,"{""part_number"": ""Z84C3006PEC"", ""year"": ""2025""}"
2025년 Z84C3006PEC의 총 구매 수량과 구매 금액은?,PAT_89942edc223f,"{""part_number"": ""Z84C3006PEC"", ""year"": ""2025""}"
"2023년 10AX115H3F34E2SG의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_737c76b79fdd,"{""part_number"": ""10AX115H3F34E2SG"", ""year"": ""2023""}"
"2023년 10CX105YF780E6G의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_2b04bf84e6ae,"{""part_number"": ""10CX105YF780E6G"", ""year"": ""2023""}"
"2023년 10M02SCU169C8G의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_3fcc6d4c32e6,"{""part_number"": ""10M02SCU169C8G"", ""year"": ""2023""}"
"2023년 10M16SAU169I7G의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_1eeca73dca11,"{""part_number"": ""10M16SAU169I7G"", ""year"": ""2023""}"
"2023년 213X4VCAA21의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_2d68b84f58d3,"{""part_number"": ""213X4VCAA21"", ""year"": ""2023""}"
"2023년 215H48BGA21HG의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_db854c2442e7,"{""part_number"": ""215H48BGA21HG"", ""year"": ""2023""}"
"2023년 216TQA6AVA12FG의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_04be919db67a,"{""part_number"": ""216TQA6AVA12FG"", ""year"": ""2023""}"
"2023년 25LC160BT-I/ST의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_025c33786a70,"{""part_number"": ""25LC160BT-I/ST"", ""year"": ""2023""}"
"2023년 5AGTFD3H3F35I3NAA의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_c99b44faccde,"{""part_number"": ""5AGTFD3H3F35I3NAA"", ""year"": ""2023""}"
"2023년 5CEFA5F23I7N의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_bb4184ea6981,"{""part_number"": ""5CEFA5F23I7N"", ""year"": ""2023""}"
"2023년 5CGTFD5C5F23I7N의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_90188d03179c,"{""part_number"": ""5CGTFD5C5F23I7N"", ""year"": ""2023""}"
"2023년 5J29902A의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_ba28a858b5b7,"{""part_number"": ""5J29902A"", ""year"": ""2023""}"
"2023년 64M29EWB의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_8dd9a4b55ceb,"{""part_number"": ""64M29EWB"", ""year"": ""2023""}"
"2023년 64M29EWL의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_22356e73c3be,"{""part_number"": ""64M29EWL"", ""year"": ""2023""}"
"2023년 680-64-SM-G10-R14-1의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_aca3f63a3d25,"{""part_number"": ""680-64-SM-G10-R14-1"", ""year"": ""2023""}"
"2023년 71V2556SA133BG의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_cdef35e0d0cc,"{""part_number"": ""71V2556SA133BG"", ""year"": ""2023""}"
"2023년 75K62100S83RX의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_5f6724183420,"{""part_number"": ""75K62100S83RX"", ""year"": ""2023""}"
"2023년 80-CBR04C229B5G의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_463a2196f938,"{""part_number"": ""80-CBR04C229B5G"", ""year"": ""2023""}"
"2023년 81-GCM188R71H104KA7D의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_e046c1511fe2,"{""part_number"": ""81-GCM188R71H104KA7D"", ""year"": ""2023""}"
"2023년 88AP320-C0-BGR2C806-TN31의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_0e37b6b2fa9b,"{""part_number"": ""88AP320-C0-BGR2C806-TN31"", ""year"": ""2023""}"
"2023년 88E111-CAA의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_33842f2b6602,"{""part_number"": ""88E111-CAA"", ""year"": ""2023""}"
"2023년 88E1111-B2-BAB1I000의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_fc8cdddae6d3,"{""part_number"": ""88E1111-B2-BAB1I000"", ""year"": ""2023""}"
"2023년 88E1111-BO-BAB-C000의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_af09329c30f5,"{""part_number"": ""88E1111-BO-BAB-C000"", ""year"": ""2023""}"
"2023년 88E1322-A0-BAM2C000의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_80e2d3daf59f,"{""part_number"": ""88E1322-A0-BAM2C000"", ""year"": ""2023""}"
"2023년 88E3082-BAR1의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_913de3e9367c,"{""part_number"": ""88E3082-BAR1"", ""year"": ""2023""}"
"2023년 88F5182-A2-BEG1C500의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_aa82d08986bc,"{""part_number"": ""88F5182-A2-BEG1C500"", ""year"": ""2023""}"
"2023년 88F6282-A1-BKI2C160의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_62d53cefa418,"{""part_number"": ""88F6282-A1-BKI2C160"", ""year"": ""2023""}"
"2023년 98DX-BHA1의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_6c596db74e3d,"{""part_number"": ""98DX-BHA1"", ""year"": ""2023""}"
"2023년 98DX163RA2-BCW1C000의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_64b492d795e9,"{""part_number"": ""98DX163RA2-BCW1C000"", ""year"": ""2023""}"
"2023년 98EX126-BDN의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_e0e47e2b356e,"{""part_number"": ""98EX126-BDN"", ""year"": ""2023""}"
"2023년 A1028AOF의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_1dc62f815374,"{""part_number"": ""A1028AOF"", ""year"": ""2023""}"
"2023년 A3P060-FGG144의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_89464a82c840,"{""part_number"": ""A3P060-FGG144"", ""year"": ""2023""}"
"2023년 A3P1000-2FG484의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_4aec293a3845,"{""part_number"": ""A3P1000-2FG484"", ""year"": ""2023""}"
"2023년 A3P250-2FGG144I의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_88c2554c80bb,"{""part_number"": ""A3P250-2FGG144I"", ""year"": ""2023""}"
"2023년 A3P250-FGG144의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_c71ed75adcff,"{""part_number"": ""A3P250-FGG144"", ""year"": ""2023""}"
"2023년 A54SX08A-2FG144I의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_6fda0bc9c8c2,"{""part_number"": ""A54SX08A-2FG144I"", ""year"": ""2023""}"
"2023년 A54SX16A-FG144의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_c56b4e0e4e38,"{""part_number"": ""A54SX16A-FG144"", ""year"": ""2023""}"
"2023년 A54SX32A-FG144의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_5bb1a1017301,"{""part_number"": ""A54SX32A-FG144"", ""year"": ""2023""}"
"2023년 A54SX32A-TQ176의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_c724ce7f8ccc,"{""part_number"": ""A54SX32A-TQ176"", ""year"": ""2023""}"
"2023년 AC82GL40-SLGGM의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_f33215748e46,"{""part_number"": ""AC82GL40-SLGGM"", ""year"": ""2023""}"
"2023년 ACS9510T의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_94311e1248d6,"{""part_number"": ""ACS9510T"", ""year"": ""2023""}"
"2023년 AD6636BBCZ의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_e48fbefbad00,"{""part_number"": ""AD6636BBCZ"", ""year"": ""2023""}"
"2023년 AD6657BBCZ의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_c8f98752d0ca,"{""part_number"": ""AD6657BBCZ"", ""year"": ""2023""}"
"2023년 AD9974BBCZ의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_421e415800e5,"{""part_number"": ""AD9974BBCZ"", ""year"": ""2023""}"
"2023년 ADS5409IZAY의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_7abc225166d7,"{""part_number"": ""ADS5409IZAY"", ""year"": ""2023""}"
"2023년 ADS62C15IRGCT의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_69511ec1c661,"{""part_number"": ""ADS62C15IRGCT"", ""year"": ""2023""}"
"2023년 ADSP-21160M의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_91b70ee8d325,"{""part_number"": ""ADSP-21160M"", ""year"": ""2023""}"
"2023년 ADSP-21369KBPZ-2A의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_5a07f84d07e2,"{""part_number"": ""ADSP-21369KBPZ-2A"", ""year"": ""2023""}"
"2023년 ADSP-21369KBPZ-3A의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_8d494c98bcb1,"{""part_number"": ""ADSP-21369KBPZ-3A"", ""year"": ""2023""}"
"2023년 ADSP-21MOD980N-000의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_f5298993f5c3,"{""part_number"": ""ADSP-21MOD980N-000"", ""year"": ""2023""}"
"2023년 ADSP-BF524KBCZ-3의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_a32eaf5a232b,"{""part_number"": ""ADSP-BF524KBCZ-3"", ""year"": ""2023""}"
"2023년 ADSP-BF527KBCZ-6A의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_3255bf612b1f,"{""part_number"": ""ADSP-BF527KBCZ-6A"", ""year"": ""2023""}"
"2023년 ADSP-BF532SBBC400의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_4bc0c76b369c,"{""part_number"": ""ADSP-BF532SBBC400"", ""year"": ""2023""}"
"2023년 ADSP-BF533SBBC500의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_e7725a88b0f8,"{""part_number"": ""ADSP-BF533SBBC500"", ""year"": ""2023""}"
"2023년 ADSP-BF533SBBZ500의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_4d2fd668f04f,"{""part_number"": ""ADSP-BF533SBBZ500"", ""year"": ""2023""}"
"2023년 ADSP-TS101SAB1Z-100의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_106766729432,"{""part_number"": ""ADSP-TS101SAB1Z-100"", ""year"": ""2023""}"
"2023년 AG64BB1N의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_013777ecb617,"{""part_number"": ""AG64BB1N"", ""year"": ""2023""}"
"2023년 AG64EB1N의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_7aea0bc11e04,"{""part_number"": ""AG64EB1N"", ""year"": ""2023""}"
"2023년 AGLP125V5-CSG289의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_73664d0afcd5,"{""part_number"": ""AGLP125V5-CSG289"", ""year"": ""2023""}"
"2023년 AGS756KCA-050B-PFF-T의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_832b0d1dfd8e,"{""part_number"": ""AGS756KCA-050B-PFF-T"", ""year"": ""2023""}"
"2023년 AGXD533EEXF0BC의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_9b17c9d055ca,"{""part_number"": ""AGXD533EEXF0BC"", ""year"": ""2023""}"
"2023년 AGXD533EEXF0BD의 총매출, 총매입, 순이익(흑자/적자)은?",PAT_1c2ef549cf96,"{""part_number"": ""AGXD533EEXF0BD"", ""year"": ""2023""}"
